Table 140-09005 : 2019/20 Household Expenditure Survey - Average Monthly Household Expenditure by Commodity/Service Section/Group by Type of Housing,,,,,,,,
 ,,,,,,,,
Year,2019/2020,2019/2020,2019/2020,2019/2020,2019/2020,2019/2020,2019/2020,2019/2020
Type of housing,Public housing,Public housing,Subsidised housing,Subsidised housing,Private housing,Private housing,Overall,Overall
 ,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure,Average Monthly Household Expenditure
,HK$,%,HK$,%,HK$,%,HK$,%
Commodity/service section and group,,,,,,,,
Food,7080,47.1,7821,28.3,8654,22.8,8107,26.8
      1. Meals out and takeaway food,4268,28.4,4745,17.2,5482,14.5,5045,16.7
       Basic food (i.e. groups 2-27),2812,18.7,3076,11.1,3172,8.4,3061,10.1
      2. Rice,67,0.4,54,0.2,65,0.2,64,0.2
      3. Other cereals and cereal preparations,74,0.5,76,0.3,96,0.3,87,0.3
"      4. Bread, cakes, biscuits and puddings",150,1.0,209,0.8,194,0.5,184,0.6
      5. Salt-water fish,268,1.8,281,1.0,251,0.7,260,0.9
      6. Fresh-water fish,98,0.7,87,0.3,70,0.2,80,0.3
      7. Other fresh sea products,79,0.5,86,0.3,100,0.3,92,0.3
      8. Processed sea products,141,0.9,171,0.6,192,0.5,175,0.6
      9. Pork,440,2.9,405,1.5,367,1.0,392,1.3
     10. Beef,70,0.5,86,0.3,111,0.3,96,0.3
     11. Poultry,115,0.8,134,0.5,125,0.3,124,0.4
"     12. Meat, frozen",216,1.4,246,0.9,302,0.8,271,0.9
"     13. Meat, canned",18,0.1,17,0.1,15,[-§32],17,0.1
"     14. Meat, others",82,0.5,94,0.3,66,0.2,75,0.2
     15. Fresh vegetables,361,2.4,365,1.3,376,1.0,371,1.2
     16. Processed vegetables,13,0.1,13,[-§32],16,[-§32],15,[-§32]
